gender,first-name,last-name,date-bought-car,year-bought-car,car-make,engine-type,year-of-visit,date-of-visit,car-age-in-years,car-miles,car-age-in-months,has-issue-in-first-10k
Male,OLIVER,GLASS,2014-04-01,2014,Manufacturer_1,diesel,2018,2018-10-01,4,43912,54,False
Female,CAMILA,QUINTANA,2010-04-01,2010,Manufacturer_3,petrol,2019,2019-02-19,9,90504,106,False
Female,MIA,THOMPSON,2014-06-01,2014,Manufacturer_1,petrol,2020,2020-09-05,6,127740,75,False
Male,BENJAMIN,COX,2015-02-01,2015,Manufacturer_5,petrol,2017,2017-08-04,2,8788,30,True
Female,SOPHIA,LEAL,2015-07-01,2015,Manufacturer_1,diesel,2017,2017-06-23,2,21910,23,False
Female,BRIANNA,DELEON,2005-02-01,2005,Manufacturer_2,petrol,2007,2007-07-11,2,32902,29,False
Female,VICTORIA,PRICE,2012-02-01,2012,Manufacturer_5,diesel,2020,2020-08-21,8,135168,102,False
Female,ALLISON,MARKS,2009-04-01,2009,Manufacturer_4,diesel,2018,2018-10-19,9,224505,114,False
Female,PENELOPE,GOODWIN,2005-06-01,2005,Manufacturer_5,petrol,2006,2006-08-20,1,19674,14,False
Female,NATALIE,LIVINGSTON,2006-07-01,2006,Manufacturer_2,petrol,2015,2015-06-01,9,111744,107,False
Female,HANNAH,WOODWARD,2015-07-01,2015,Manufacturer_5,petrol,2020,2020-10-18,5,112730,63,False
Male,NATHAN,HAYES,2005-04-01,2005,Manufacturer_2,diesel,2009,2009-12-20,4,40472,56,False
Male,ADRIAN,HOGAN,2010-12-01,2010,Manufacturer_2,diesel,2013,2013-09-08,3,64344,33,False
Female,HANNAH,WHITNEY,2017-09-01,2017,Manufacturer_2,diesel,2020,2020-03-02,3,67254,30,False
Male,BENJAMIN,GEORGE,2010-12-01,2010,Manufacturer_1,diesel,2014,2014-08-11,4,82544,44,False
Female,SOPHIA,HESS,2013-01-01,2013,Manufacturer_3,diesel,2017,2017-06-11,4,17120,53,False
Male,DYLAN,PECK,2015-01-01,2015,Manufacturer_1,diesel,2020,2020-08-24,5,83335,67,False
Female,BRIANNA,ALFARO,2018-02-01,2018,Manufacturer_4,petrol,2020,2020-09-25,2,15798,31,False
Male,ANDREW,DAVILA,2017-04-01,2017,Manufacturer_3,petrol,2020,2020-09-08,3,26562,41,False
Male,OLIVER,CANO,2019-01-01,2019,Manufacturer_1,diesel,2020,2020-04-16,1,11795,15,False
Female,ZOE,BRAVO,2015-06-01,2015,Manufacturer_3,diesel,2020,2020-01-16,5,68215,55,False
Female,EMMA,BLACKWELL,2019-07-01,2019,Manufacturer_1,diesel,2020,2020-01-14,1,9559,6,True
Male,ADRIAN,WHEELER,2005-10-01,2005,Manufacturer_5,diesel,2013,2013-07-06,8,118760,93,False
Male,ANGEL,ONEAL,2007-03-01,2007,Manufacturer_4,petrol,2014,2014-04-12,7,75033,85,False
Female,MELANIE,LAWRENCE,2011-10-01,2011,Manufacturer_3,petrol,2016,2016-03-09,5,21945,53,False
Male,MICHAEL,LI,2013-11-01,2013,Manufacturer_3,diesel,2020,2020-03-12,7,129948,76,False
Male,DAVID,BUSH,2011-08-01,2011,Manufacturer_5,diesel,2012,2012-12-19,1,11375,16,False
Female,ISABELLA,BRADY,2012-06-01,2012,Manufacturer_5,diesel,2018,2018-07-10,6,127494,73,False
Female,ZOE,BURGESS,2013-01-01,2013,Manufacturer_4,diesel,2019,2019-02-13,6,100974,73,False
Male,NOAH,HARMON,2013-10-01,2013,Manufacturer_5,petrol,2015,2015-01-06,2,18922,15,False
Female,ZOE,RHODES,2005-02-01,2005,Manufacturer_1,diesel,2010,2010-07-10,5,93925,65,False
Male,CHRISTOPHER,MORRISON,2009-04-01,2009,Manufacturer_3,petrol,2017,2017-03-22,8,161648,95,False
Female,PENELOPE,FLYNN,2006-12-01,2006,Manufacturer_4,petrol,2015,2015-09-05,9,81243,105,False
Male,JACOB,CASE,2008-10-01,2008,Manufacturer_1,petrol,2014,2014-07-08,6,69648,69,False
Female,EMMA,VARGAS,2018-12-01,2018,Manufacturer_2,petrol,2020,2020-05-17,2,17162,17,False
Female,KIMBERLY,OWENS,2009-08-01,2009,Manufacturer_2,diesel,2013,2013-12-07,4,85788,52,False
Female,ZOE,KRUEGER,2011-07-01,2011,Manufacturer_2,petrol,2019,2019-01-08,8,38016,90,False
Female,ARIA,GRANT,2018-01-01,2018,Manufacturer_4,petrol,2020,2020-12-25,2,13698,35,False
Female,VANESSA,MONTES,2006-01-01,2006,Manufacturer_3,petrol,2012,2012-06-09,6,113688,77,False
Male,ELIJAH,TODD,2018-04-01,2018,Manufacturer_2,diesel,2019,2019-04-24,1,7701,12,True
Male,DIEGO,ARELLANO,2012-05-01,2012,Manufacturer_3,diesel,2015,2015-12-17,3,61758,43,False
Female,EVELYN,WILEY,2018-06-01,2018,Manufacturer_1,petrol,2020,2020-11-01,2,8454,29,True
Female,SAMANTHA,COMBS,2007-05-01,2007,Manufacturer_5,petrol,2009,2009-07-25,2,35998,26,False
Male,MICHAEL,MAYNARD,2018-07-01,2018,Manufacturer_4,petrol,2020,2020-04-17,2,29588,21,False
Male,JAMES,HUERTA,2018-03-01,2018,Manufacturer_2,diesel,2020,2020-09-14,2,26478,30,False
Male,LUCAS,SANFORD,2005-12-01,2005,Manufacturer_1,diesel,2012,2012-06-23,7,139188,78,False
Female,AVA,DEJESUS,2009-01-01,2009,Manufacturer_3,petrol,2011,2011-02-17,2,36996,25,False
Female,ELIZABETH,GARDNER,2015-08-01,2015,Manufacturer_1,petrol,2020,2020-12-15,5,47975,64,False
Male,DANIEL,PERRY,2010-12-01,2010,Manufacturer_1,diesel,2014,2014-10-07,4,62408,46,False
Female,EVELYN,BRADLEY,2011-01-01,2011,Manufacturer_5,diesel,2020,2020-11-08,9,178569,118,False
Female,MIA,LOPEZ,2010-10-01,2010,Manufacturer_1,diesel,2011,2011-04-11,1,11892,6,False
Male,LUIS,CALLAHAN,2010-06-01,2010,Manufacturer_1,petrol,2013,2013-03-18,3,28932,33,False
Male,MASON,MORGAN,2015-04-01,2015,Manufacturer_3,petrol,2020,2020-11-01,5,53270,67,False
Male,MASON,BEAN,2015-06-01,2015,Manufacturer_2,petrol,2020,2020-10-10,5,24050,64,False
Female,AVA,WRIGHT,2006-06-01,2006,Manufacturer_4,petrol,2008,2008-09-08,2,23158,27,False
Male,ALEXANDER,ARROYO,2007-10-01,2007,Manufacturer_3,petrol,2010,2010-06-23,3,61296,32,False
Male,ETHAN,HARTMAN,2016-07-01,2016,Manufacturer_1,diesel,2019,2019-12-11,3,71628,41,False
Male,ELIJAH,SANDOVAL,2014-08-01,2014,Manufacturer_5,petrol,2016,2016-11-04,2,10432,27,False
Male,JOSHUA,MORROW,2007-05-01,2007,Manufacturer_3,petrol,2016,2016-02-13,9,143028,105,False
Male,ANGEL,BARKER,2008-02-01,2008,Manufacturer_5,petrol,2011,2011-09-03,3,37989,43,False
Male,CHRISTOPHER,MADDEN,2016-12-01,2016,Manufacturer_3,diesel,2020,2020-01-24,4,51600,37,False
Female,ELLA,MANNING,2018-12-01,2018,Manufacturer_3,diesel,2020,2020-01-17,2,42684,13,False
Female,NATALIE,HANNA,2011-08-01,2011,Manufacturer_5,diesel,2020,2020-03-01,9,223479,103,False
Male,MATEO,PERSON,2018-07-01,2018,Manufacturer_2,petrol,2020,2020-02-14,2,21290,19,False
Female,HAILEY,STONE,2005-06-01,2005,Manufacturer_5,diesel,2006,2006-06-25,1,10948,12,False
Female,AVA,MEDINA,2018-09-01,2018,Manufacturer_5,petrol,2019,2019-02-18,1,4222,5,True
Female,AVERY,RUSSO,2005-06-01,2005,Manufacturer_4,diesel,2012,2012-08-10,7,120813,86,False
Female,SAMANTHA,WANG,2006-06-01,2006,Manufacturer_4,petrol,2007,2007-12-25,1,7889,18,True
Male,JESUS,CONNER,2010-03-01,2010,Manufacturer_5,diesel,2019,2019-07-19,9,213696,112,False
Male,LUIS,ATKINSON,2016-01-01,2016,Manufacturer_2,diesel,2020,2020-07-18,4,42452,54,False
Female,VICTORIA,COX,2018-06-01,2018,Manufacturer_4,petrol,2020,2020-11-07,2,49054,29,False
Female,HAILEY,BLANKENSHIP,2011-10-01,2011,Manufacturer_4,petrol,2020,2020-01-07,9,90801,99,False
Female,EMILY,LU,2008-05-01,2008,Manufacturer_4,petrol,2014,2014-09-03,6,120192,76,False
Male,ELIJAH,CAMPBELL,2011-12-01,2011,Manufacturer_4,petrol,2015,2015-07-09,4,91048,43,False
Female,ASHLEY,BROWN,2008-02-01,2008,Manufacturer_2,diesel,2010,2010-09-13,2,33516,31,False
Male,JAMES,HORNE,2016-08-01,2016,Manufacturer_4,diesel,2020,2020-03-07,4,75204,43,False
Male,ETHAN,SOLIS,2017-10-01,2017,Manufacturer_3,petrol,2020,2020-11-05,3,19086,37,False
Male,NOAH,HENRY,2016-09-01,2016,Manufacturer_3,diesel,2020,2020-05-13,4,34728,44,False
Male,ANTHONY,PATTERSON,2010-10-01,2010,Manufacturer_5,petrol,2011,2011-02-20,1,21514,4,False
Male,NATHAN,HALL,2012-05-01,2012,Manufacturer_2,diesel,2020,2020-11-11,8,100712,102,False
Female,ASHLEY,FISCHER,2005-04-01,2005,Manufacturer_5,diesel,2008,2008-07-16,3,26130,39,False
Male,MATEO,VELAZQUEZ,2016-11-01,2016,Manufacturer_2,petrol,2020,2020-12-22,4,65604,49,False
Female,SOFIA,POWELL,2017-05-01,2017,Manufacturer_2,diesel,2020,2020-04-11,3,13938,35,False
Male,ANGEL,RILEY,2017-12-01,2017,Manufacturer_2,diesel,2020,2020-10-09,3,29418,34,False
Female,MIA,ZHANG,2017-03-01,2017,Manufacturer_4,petrol,2020,2020-07-07,3,51537,40,False
Female,EMILY,GROSS,2011-09-01,2011,Manufacturer_3,petrol,2015,2015-01-24,4,79016,40,False
Male,JONATHAN,FAULKNER,2005-02-01,2005,Manufacturer_1,diesel,2010,2010-05-07,5,55355,63,False
Male,DYLAN,LLOYD,2006-06-01,2006,Manufacturer_1,diesel,2014,2014-10-24,8,75720,100,False
Female,CAMILA,SHANNON,2012-09-01,2012,Manufacturer_1,diesel,2013,2013-03-05,1,17530,6,False
Male,DAVID,ROBERTSON,2016-04-01,2016,Manufacturer_1,diesel,2019,2019-01-06,3,54936,33,False
Female,MADISON,BARR,2005-10-01,2005,Manufacturer_3,diesel,2014,2014-10-07,9,183789,108,False
Female,ISABELLA,RIVERA,2019-02-01,2019,Manufacturer_4,diesel,2020,2020-01-13,1,14058,11,False
Male,MICHAEL,JEFFERSON,2010-07-01,2010,Manufacturer_1,petrol,2012,2012-12-04,2,20488,29,False
Female,NATALIE,ROBERSON,2006-09-01,2006,Manufacturer_5,petrol,2014,2014-09-13,8,56768,96,False
Male,JOSEPH,GRIFFITH,2015-12-01,2015,Manufacturer_5,diesel,2020,2020-07-24,5,69515,55,False
Male,ANTHONY,LE,2016-06-01,2016,Manufacturer_2,diesel,2019,2019-11-07,3,16419,41,False
Female,CHLOE,ROTH,2017-08-01,2017,Manufacturer_2,petrol,2020,2020-04-16,3,47736,32,False
Male,DAVID,BERNAL,2008-03-01,2008,Manufacturer_3,diesel,2012,2012-03-01,4,23608,48,False
Male,AARON,SPARKS,2008-02-01,2008,Manufacturer_4,diesel,2016,2016-08-08,8,157144,102,False
Male,JULIAN,NEAL,2015-12-01,2015,Manufacturer_2,diesel,2020,2020-10-13,5,22810,58,False
Male,ADRIAN,WHITE,2014-03-01,2014,Manufacturer_2,petrol,2020,2020-03-03,6,91548,72,False
Female,ELIZABETH,JARVIS,2008-03-01,2008,Manufacturer_2,petrol,2012,2012-08-01,4,63812,53,False
Female,AVA,NORRIS,2008-07-01,2008,Manufacturer_3,diesel,2011,2011-08-22,3,49428,37,False
Female,ABIGAIL,CERVANTES,2013-02-01,2013,Manufacturer_2,diesel,2016,2016-03-02,3,29757,37,False
Male,SEBASTIAN,ATKINS,2012-05-01,2012,Manufacturer_5,diesel,2013,2013-02-02,1,11569,9,False
Male,JACOB,RUSSELL,2017-08-01,2017,Manufacturer_5,diesel,2020,2020-07-20,3,27477,35,False
Male,MASON,MATA,2016-03-01,2016,Manufacturer_1,petrol,2017,2017-12-16,1,21463,21,False
Male,LUIS,VILLALOBOS,2016-12-01,2016,Manufacturer_3,petrol,2020,2020-09-17,4,49348,45,False
Female,MELANIE,PAYNE,2015-12-01,2015,Manufacturer_5,petrol,2017,2017-02-11,2,31854,14,False
Female,AVERY,BURNS,2008-12-01,2008,Manufacturer_5,diesel,2015,2015-04-19,7,59416,76,False
Female,GRACE,DURHAM,2017-03-01,2017,Manufacturer_4,petrol,2020,2020-12-08,3,65037,45,False
Male,CHRISTIAN,NEWTON,2017-02-01,2017,Manufacturer_3,petrol,2020,2020-03-23,3,61887,37,False
Female,ELIZABETH,CHAN,2012-09-01,2012,Manufacturer_1,petrol,2013,2013-01-07,1,9030,4,True
Male,MATTHEW,RAYMOND,2008-05-01,2008,Manufacturer_4,petrol,2012,2012-05-10,4,88256,48,False
Female,ALLISON,HENDRIX,2017-09-01,2017,Manufacturer_4,petrol,2019,2019-09-14,2,29244,24,False
Female,SOFIA,VALDEZ,2014-06-01,2014,Manufacturer_1,diesel,2020,2020-10-04,6,119592,76,False
Female,ASHLEY,POTTS,2019-08-01,2019,Manufacturer_1,petrol,2020,2020-07-13,1,18097,11,False
Female,ZOE,BLAIR,2013-05-01,2013,Manufacturer_1,petrol,2015,2015-05-14,2,19408,24,False
Female,ABIGAIL,ANDERSEN,2013-04-01,2013,Manufacturer_3,petrol,2020,2020-02-22,7,142968,82,False
Male,CHRISTOPHER,HERRERA,2011-03-01,2011,Manufacturer_2,petrol,2014,2014-07-13,3,66996,40,False
Male,SEBASTIAN,GLENN,2015-05-01,2015,Manufacturer_2,diesel,2020,2020-09-21,5,111510,64,False
Male,JOSEPH,HINTON,2005-09-01,2005,Manufacturer_2,diesel,2011,2011-05-16,6,101868,68,False
Male,DAVID,LYNCH,2005-01-01,2005,Manufacturer_4,petrol,2006,2006-12-20,1,7203,23,True
Female,SOPHIA,NELSON,2008-08-01,2008,Manufacturer_1,petrol,2015,2015-05-20,7,53998,81,False
Female,EMMA,BENSON,2010-07-01,2010,Manufacturer_4,petrol,2014,2014-12-04,4,53500,53,False
Male,MICHAEL,ZUNIGA,2013-08-01,2013,Manufacturer_3,diesel,2019,2019-06-05,6,145584,70,False
Female,ABIGAIL,DIAZ,2005-08-01,2005,Manufacturer_3,petrol,2007,2007-10-07,2,14894,26,False
Male,ELIJAH,HESTER,2011-08-01,2011,Manufacturer_1,diesel,2015,2015-07-14,4,91136,47,False
Male,ADRIAN,GARDNER,2012-09-01,2012,Manufacturer_3,diesel,2013,2013-03-09,1,23977,6,False
Male,JAYDEN,MATHIS,2018-03-01,2018,Manufacturer_5,diesel,2020,2020-05-05,2,9890,26,True
Female,BRIANNA,CHERRY,2009-06-01,2009,Manufacturer_5,petrol,2015,2015-02-23,6,95802,68,False
Male,LOGAN,DUFFY,2011-03-01,2011,Manufacturer_4,petrol,2015,2015-09-24,4,26540,54,False
Female,VALERIA,MARTIN,2015-09-01,2015,Manufacturer_4,petrol,2018,2018-04-11,3,29994,31,False
Female,HANNAH,GREEN,2018-01-01,2018,Manufacturer_3,diesel,2020,2020-04-03,2,46054,27,False
Male,ETHAN,BRENNAN,2019-10-01,2019,Manufacturer_5,petrol,2020,2020-07-03,1,6173,9,True
Female,SOPHIA,SCHROEDER,2012-08-01,2012,Manufacturer_2,petrol,2014,2014-07-02,2,17096,23,False
Female,EMILY,PORTILLO,2014-03-01,2014,Manufacturer_1,diesel,2015,2015-10-18,1,11735,19,False
Female,ZOE,CUNNINGHAM,2012-04-01,2012,Manufacturer_2,diesel,2013,2013-08-21,1,22353,16,False
Female,BRIANNA,CLARK,2007-06-01,2007,Manufacturer_4,diesel,2016,2016-07-12,9,40545,109,False
Female,AVA,BAUTISTA,2019-10-01,2019,Manufacturer_5,diesel,2020,2020-11-22,1,16664,13,False
Male,DANIEL,CHARLES,2016-08-01,2016,Manufacturer_3,diesel,2020,2020-02-05,4,59328,42,False
Female,JASMINE,DAVENPORT,2012-09-01,2012,Manufacturer_5,diesel,2014,2014-02-15,2,39020,17,False
Male,DAVID,BLEVINS,2010-05-01,2010,Manufacturer_4,petrol,2014,2014-10-02,4,66652,53,False
Male,JAYDEN,MOSLEY,2005-04-01,2005,Manufacturer_2,petrol,2007,2007-12-10,2,43956,32,False
Male,ALEXANDER,STEIN,2015-07-01,2015,Manufacturer_1,petrol,2020,2020-08-14,5,49385,61,False
Female,SOPHIA,FREEMAN,2012-12-01,2012,Manufacturer_3,petrol,2016,2016-06-17,4,28792,42,False
Male,JOSEPH,LINDSEY,2019-12-01,2019,Manufacturer_1,petrol,2020,2020-12-23,1,9382,12,True
Male,BRANDON,BEARD,2006-09-01,2006,Manufacturer_5,diesel,2013,2013-12-21,7,59248,87,False
Male,JOSHUA,PADILLA,2009-09-01,2009,Manufacturer_5,petrol,2018,2018-05-03,9,56124,104,False
Female,CHLOE,MARSH,2015-06-01,2015,Manufacturer_5,diesel,2020,2020-11-21,5,47225,65,False
Male,KEVIN,DUARTE,2015-04-01,2015,Manufacturer_2,petrol,2020,2020-12-19,5,120515,68,False
Female,CAMILA,KELLY,2005-02-01,2005,Manufacturer_3,diesel,2008,2008-04-24,3,53967,38,False
Female,ISABELLA,MANNING,2005-05-01,2005,Manufacturer_4,diesel,2011,2011-08-01,6,72810,75,False
Female,GENESIS,WALKER,2015-03-01,2015,Manufacturer_1,petrol,2020,2020-03-03,5,73820,60,False
Female,CHARLOTTE,SIERRA,2006-01-01,2006,Manufacturer_3,diesel,2014,2014-02-20,8,104152,97,False
Male,LIAM,HOOVER,2010-03-01,2010,Manufacturer_5,diesel,2011,2011-05-08,1,18527,14,False
Male,ISAAC,YOUNG,2005-01-01,2005,Manufacturer_1,petrol,2007,2007-01-25,2,44328,24,False
Female,AVA,REYES,2019-04-01,2019,Manufacturer_3,petrol,2020,2020-05-12,1,14576,13,False
Male,DYLAN,ADKINS,2011-04-01,2011,Manufacturer_2,petrol,2020,2020-05-24,9,85383,109,False
Male,JAMES,WOLFE,2018-04-01,2018,Manufacturer_1,petrol,2019,2019-06-09,1,11329,14,False
Male,AARON,GOODWIN,2008-02-01,2008,Manufacturer_1,petrol,2017,2017-11-17,9,68193,117,False
Female,ABIGAIL,HICKS,2012-04-01,2012,Manufacturer_3,diesel,2020,2020-07-17,8,186728,99,False
Female,ABIGAIL,BARNES,2007-09-01,2007,Manufacturer_4,diesel,2013,2013-05-05,6,71802,68,False
Female,MELANIE,POPE,2017-11-01,2017,Manufacturer_2,petrol,2018,2018-05-25,1,6382,6,True
Male,ETHAN,CUNNINGHAM,2014-09-01,2014,Manufacturer_5,petrol,2017,2017-11-15,3,50382,38,False
Female,ELIZABETH,CLINE,2010-01-01,2010,Manufacturer_4,petrol,2018,2018-12-20,8,193856,107,False
Male,JACOB,KIM,2009-11-01,2009,Manufacturer_1,petrol,2018,2018-07-12,9,111870,104,False
Female,EMILY,CHRISTENSEN,2011-02-01,2011,Manufacturer_3,petrol,2019,2019-01-01,8,55152,95,False
Male,JESUS,BERG,2005-08-01,2005,Manufacturer_4,petrol,2010,2010-02-13,5,22400,54,False
Male,ANGEL,GALVAN,2006-02-01,2006,Manufacturer_3,petrol,2013,2013-08-14,7,95207,90,False
Female,NATALIE,COSTA,2018-01-01,2018,Manufacturer_1,petrol,2020,2020-07-21,2,11336,30,False
Male,JACOB,HARDIN,2013-01-01,2013,Manufacturer_5,diesel,2014,2014-09-23,1,8822,20,True
Male,ALEXANDER,BERGER,2015-05-01,2015,Manufacturer_1,diesel,2020,2020-09-20,5,59045,64,False
Male,ANGEL,INGRAM,2015-12-01,2015,Manufacturer_4,petrol,2020,2020-11-23,5,35955,59,False
Female,ELIZABETH,ADAMS,2010-02-01,2010,Manufacturer_4,petrol,2012,2012-12-01,2,11298,34,False
Male,JONATHAN,FIELDS,2013-07-01,2013,Manufacturer_2,petrol,2016,2016-11-10,3,40365,40,False
Female,GRACE,WADE,2012-05-01,2012,Manufacturer_2,petrol,2019,2019-02-17,7,94696,81,False
Male,AIDEN,BUCHANAN,2013-03-01,2013,Manufacturer_2,diesel,2018,2018-04-03,5,22140,61,False
Female,ISABELLA,BLANKENSHIP,2016-06-01,2016,Manufacturer_5,petrol,2020,2020-01-01,4,97552,43,False
Male,MICHAEL,SHIELDS,2015-05-01,2015,Manufacturer_3,diesel,2017,2017-05-16,2,8792,24,True
Female,CHLOE,ALVARADO,2009-07-01,2009,Manufacturer_5,petrol,2015,2015-07-22,6,50910,72,False
Male,JOSHUA,BRANCH,2013-07-01,2013,Manufacturer_3,diesel,2018,2018-05-16,5,51995,58,False
Female,SAMANTHA,BRADY,2012-05-01,2012,Manufacturer_3,diesel,2013,2013-04-24,1,9154,11,True
Male,ANGEL,BEAN,2013-06-01,2013,Manufacturer_4,petrol,2020,2020-07-22,7,77777,85,False
Female,GRACE,LOWE,2017-10-01,2017,Manufacturer_5,petrol,2020,2020-12-08,3,18048,38,False
Female,MADISON,LINDSEY,2007-03-01,2007,Manufacturer_4,diesel,2014,2014-09-15,7,78484,90,False
Male,NOAH,HORN,2013-12-01,2013,Manufacturer_5,diesel,2019,2019-05-13,6,145680,65,False
Female,ELIZABETH,FLETCHER,2009-04-01,2009,Manufacturer_1,petrol,2017,2017-08-21,8,66840,100,False
Female,EVELYN,ESPINOSA,2018-09-01,2018,Manufacturer_1,petrol,2020,2020-07-16,2,24496,22,False
Male,OLIVER,BLAIR,2011-10-01,2011,Manufacturer_2,petrol,2017,2017-04-25,6,35664,66,False
Female,SARAH,SANDOVAL,2009-07-01,2009,Manufacturer_1,diesel,2016,2016-06-18,7,51436,83,False
Male,MASON,BRADLEY,2017-10-01,2017,Manufacturer_3,diesel,2018,2018-08-17,1,10924,10,False
Female,ALEXA,SPENCER,2013-02-01,2013,Manufacturer_3,petrol,2020,2020-12-06,7,94311,94,False
Female,ASHLEY,BARR,2013-09-01,2013,Manufacturer_2,petrol,2020,2020-02-03,7,128989,77,False
Female,EMMA,MCKEE,2015-11-01,2015,Manufacturer_5,petrol,2020,2020-05-20,5,30820,54,False
Male,BENJAMIN,STONE,2006-03-01,2006,Manufacturer_2,diesel,2014,2014-04-12,8,32664,97,False
Male,KEVIN,CALLAHAN,2010-10-01,2010,Manufacturer_1,petrol,2013,2013-06-25,3,22353,32,False
Female,SCARLETT,FERNANDEZ,2011-06-01,2011,Manufacturer_4,petrol,2014,2014-09-01,3,34749,39,False
Female,HANNAH,STEWART,2017-07-01,2017,Manufacturer_5,petrol,2020,2020-09-06,3,23853,38,False
Female,AVA,BUSH,2011-11-01,2011,Manufacturer_5,petrol,2020,2020-12-09,9,100206,109,False
Female,SARAH,NORTON,2012-08-01,2012,Manufacturer_4,petrol,2020,2020-09-06,8,161640,97,False
Female,MADISON,DONALDSON,2016-01-01,2016,Manufacturer_2,diesel,2020,2020-08-10,4,20144,55,False
Male,ALEXANDER,FLYNN,2005-01-01,2005,Manufacturer_3,petrol,2007,2007-11-25,2,28912,34,False
Female,CAMILA,SANDERS,2018-03-01,2018,Manufacturer_3,diesel,2020,2020-03-15,2,42864,24,False
Female,CHLOE,MELENDEZ,2005-08-01,2005,Manufacturer_4,petrol,2014,2014-07-03,9,160488,107,False
Female,SOFIA,CASE,2008-05-01,2008,Manufacturer_4,diesel,2015,2015-03-13,7,75152,82,False
Male,ETHAN,PAUL,2012-11-01,2012,Manufacturer_2,petrol,2016,2016-11-23,4,38700,48,False
Female,OLIVIA,PARRISH,2008-12-01,2008,Manufacturer_3,diesel,2010,2010-10-17,2,39100,22,False
Female,ELIZABETH,DORSEY,2011-03-01,2011,Manufacturer_5,diesel,2017,2017-05-01,6,119412,74,False
Male,ANGEL,AHMED,2005-03-01,2005,Manufacturer_4,petrol,2013,2013-11-19,8,113744,104,False
Female,ABIGAIL,COX,2006-12-01,2006,Manufacturer_4,diesel,2012,2012-03-04,6,104652,63,False
Male,BENJAMIN,WILKINS,2010-12-01,2010,Manufacturer_3,diesel,2013,2013-12-15,3,41454,36,False
Female,BELLA,ACEVEDO,2009-01-01,2009,Manufacturer_3,petrol,2013,2013-01-09,4,95064,48,False
Female,ELIZABETH,BULLOCK,2016-11-01,2016,Manufacturer_1,petrol,2019,2019-05-10,3,31815,30,False
Male,NATHAN,BERNAL,2012-07-01,2012,Manufacturer_4,petrol,2017,2017-12-02,5,112560,65,False
Female,VICTORIA,HOWELL,2010-12-01,2010,Manufacturer_3,petrol,2011,2011-01-13,1,4335,1,True
Male,AIDEN,DAVIDSON,2005-07-01,2005,Manufacturer_4,diesel,2009,2009-12-07,4,24928,53,False
Female,SAMANTHA,BLACK,2006-12-01,2006,Manufacturer_2,diesel,2014,2014-10-09,8,84432,94,False
Male,DYLAN,SWEENEY,2008-09-01,2008,Manufacturer_3,diesel,2017,2017-06-15,9,135666,105,False
Male,ADRIAN,CAMPOS,2012-06-01,2012,Manufacturer_3,petrol,2020,2020-04-25,8,106088,94,False
Female,EMMA,BELTRAN,2012-03-01,2012,Manufacturer_4,diesel,2013,2013-09-07,1,15793,18,False
Female,ISABELLA,VALDEZ,2013-01-01,2013,Manufacturer_5,petrol,2015,2015-08-05,2,11692,31,False
Female,SOPHIA,MALDONADO,2011-04-01,2011,Manufacturer_5,petrol,2013,2013-04-25,2,45750,24,False
Male,ELIJAH,MCCARTY,2009-06-01,2009,Manufacturer_1,diesel,2016,2016-07-22,7,150248,85,False
Female,ZOE,BENTON,2006-06-01,2006,Manufacturer_4,petrol,2013,2013-10-10,7,115017,88,False
Female,SAMANTHA,GREEN,2016-05-01,2016,Manufacturer_3,diesel,2018,2018-12-03,2,31460,31,False
Male,JOSE,BEAN,2013-07-01,2013,Manufacturer_1,petrol,2019,2019-11-10,6,68028,76,False
Male,JONATHAN,ELLISON,2010-02-01,2010,Manufacturer_5,diesel,2018,2018-05-21,8,64024,99,False
Male,NOAH,RICHARDSON,2019-01-01,2019,Manufacturer_1,diesel,2020,2020-12-21,1,12341,23,False
Female,CHARLOTTE,DUNCAN,2016-01-01,2016,Manufacturer_1,diesel,2020,2020-12-14,4,52724,59,False
Female,OLIVIA,HENSLEY,2014-06-01,2014,Manufacturer_5,diesel,2019,2019-07-16,5,27870,61,False
Male,ELIJAH,SINGH,2011-07-01,2011,Manufacturer_1,diesel,2013,2013-03-16,2,41966,20,False
Male,MATTHEW,JEFFERSON,2015-02-01,2015,Manufacturer_4,diesel,2016,2016-06-19,1,4369,16,True
Female,VALERIA,WILEY,2012-03-01,2012,Manufacturer_4,petrol,2018,2018-08-22,6,116970,77,False
Female,LUNA,WARREN,2013-05-01,2013,Manufacturer_4,petrol,2017,2017-02-18,4,28212,45,False
Male,JOSEPH,BARTLETT,2019-09-01,2019,Manufacturer_3,petrol,2020,2020-06-24,1,12979,9,False
Male,NATHAN,RIVAS,2008-12-01,2008,Manufacturer_4,diesel,2013,2013-10-02,5,74990,58,False
Female,MIA,CARSON,2009-12-01,2009,Manufacturer_4,petrol,2013,2013-05-25,4,34604,41,False
Female,AVA,PECK,2007-10-01,2007,Manufacturer_5,diesel,2015,2015-08-18,8,90216,94,False
Male,ANTHONY,SIERRA,2014-12-01,2014,Manufacturer_3,diesel,2018,2018-03-05,4,49476,39,False
Female,GRACE,HOGAN,2012-12-01,2012,Manufacturer_2,diesel,2014,2014-09-23,2,24286,21,False
Male,ANDREW,MANNING,2006-10-01,2006,Manufacturer_5,petrol,2014,2014-06-18,8,157080,92,False
Male,ETHAN,GREENE,2015-04-01,2015,Manufacturer_2,petrol,2020,2020-10-06,5,39950,66,False
