,gender,first-name,last-name,date-bought-car,year-bought-car,car-make,engine-type,year-of-visit,date-of-visit,car-age-in-years,car-miles,car-age-in-months
19339,Male,DIEGO,DAVIDSON,2006-04-01,2006,Manufacturer_3,petrol,2013,2013-04-10,7,107954,84
19340,Female,ALEXIS,SWANSON,2006-06-01,2006,Manufacturer_2,diesel,2009,2009-01-16,3,60588,31
19341,Female,VALERIA,CROSS,2014-02-01,2014,Manufacturer_3,petrol,2017,2017-10-13,3,67662,44
19342,Male,BRANDON,WIGGINS,2016-10-01,2016,Manufacturer_3,diesel,2020,2020-12-15,4,20204,50
19343,Male,DYLAN,CHUNG,2007-06-01,2007,Manufacturer_2,petrol,2013,2013-12-23,6,118560,78
19344,Female,SAMANTHA,HOBBS,2013-05-01,2013,Manufacturer_1,petrol,2020,2020-10-02,7,43407,89
19345,Female,ISABELLA,MUNOZ,2016-05-01,2016,Manufacturer_3,diesel,2020,2020-09-01,4,32128,52
19346,Male,DAVID,CHAN,2007-10-01,2007,Manufacturer_1,petrol,2009,2009-04-01,2,57986,18
19347,Male,AARON,CANTRELL,2016-01-01,2016,Manufacturer_1,petrol,2020,2020-06-21,4,102464,53
19348,Male,CHRISTOPHER,GONZALEZ,2017-03-01,2017,Manufacturer_5,diesel,2018,2018-01-25,1,8346,10
19349,Male,ALEXANDER,PENA,2013-06-01,2013,Manufacturer_5,diesel,2020,2020-10-16,7,139972,88
19350,Female,GRACE,REID,2005-10-01,2005,Manufacturer_3,petrol,2009,2009-05-10,4,119344,43
19351,Female,OLIVIA,MORRIS,2019-10-01,2019,Manufacturer_4,petrol,2020,2020-01-13,1,22640,3
19352,Male,LUIS,JOHNSON,2009-06-01,2009,Manufacturer_2,petrol,2016,2016-10-14,7,126329,88
19353,Male,DIEGO,GRIFFIN,2011-03-01,2011,Manufacturer_2,petrol,2017,2017-09-21,6,70686,78
19354,Male,DAVID,FREEMAN,2016-04-01,2016,Manufacturer_2,petrol,2020,2020-09-19,4,37792,53
19355,Female,ELIZABETH,MEDINA,2010-03-01,2010,Manufacturer_3,diesel,2016,2016-08-21,6,148320,77
19356,Male,ALEXANDER,BAILEY,2012-02-01,2012,Manufacturer_3,petrol,2019,2019-08-01,7,168560,90
19357,Female,SOFIA,HANNA,2015-09-01,2015,Manufacturer_1,diesel,2020,2020-06-14,5,80980,57
19358,Male,DYLAN,KRAMER,2013-09-01,2013,Manufacturer_3,diesel,2020,2020-11-07,7,95977,86
19359,Male,ADRIAN,GALVAN,2009-10-01,2009,Manufacturer_5,diesel,2011,2011-06-09,2,45302,20
19360,Male,MATTHEW,WADE,2014-09-01,2014,Manufacturer_4,diesel,2020,2020-01-04,6,32976,64
19361,Male,JOSEPH,BENTON,2018-08-01,2018,Manufacturer_2,petrol,2020,2020-10-14,2,13188,26
19362,Male,DAVID,WEBSTER,2013-04-01,2013,Manufacturer_4,petrol,2015,2015-11-07,2,45850,31
19363,Female,ISABELLA,DURAN,2011-04-01,2011,Manufacturer_1,petrol,2017,2017-08-11,6,153846,76
19364,Female,SOPHIA,TYLER,2018-03-01,2018,Manufacturer_3,diesel,2020,2020-04-01,2,55704,25
19365,Male,ALEXANDER,CHEN,2016-07-01,2016,Manufacturer_3,diesel,2020,2020-03-16,4,118924,44
19366,Male,RYAN,PADILLA,2011-11-01,2011,Manufacturer_4,diesel,2014,2014-07-14,3,82272,32
19367,Female,CHLOE,MONTGOMERY,2005-12-01,2005,Manufacturer_3,diesel,2013,2013-04-12,8,41456,88
19368,Female,EMILY,MAY,2019-12-01,2019,Manufacturer_3,diesel,2020,2020-06-19,1,9283,6
19369,Female,ELIZABETH,LUGO,2014-02-01,2014,Manufacturer_1,petrol,2015,2015-06-15,1,25398,16
19370,Male,ANTHONY,CROSS,2013-12-01,2013,Manufacturer_1,diesel,2019,2019-10-17,6,72828,70
19371,Male,DYLAN,HOFFMAN,2010-08-01,2010,Manufacturer_2,petrol,2016,2016-12-03,6,157290,76
19372,Male,JOSEPH,GARRISON,2006-09-01,2006,Manufacturer_2,diesel,2013,2013-04-04,7,86023,79
19373,Female,EMMA,MYERS,2009-09-01,2009,Manufacturer_3,diesel,2017,2017-09-09,8,143664,96
19374,Male,LOGAN,VILLALOBOS,2008-10-01,2008,Manufacturer_4,petrol,2009,2009-12-06,1,17467,14
19375,Female,EMILY,MCMAHON,2019-09-01,2019,Manufacturer_4,diesel,2020,2020-04-12,1,19518,7
19376,Male,NATHAN,RHODES,2013-05-01,2013,Manufacturer_1,petrol,2015,2015-08-04,2,50740,27
19377,Male,ISAAC,CANNON,2018-10-01,2018,Manufacturer_5,diesel,2019,2019-09-13,1,23934,11
19378,Male,AARON,MONROE,2015-04-01,2015,Manufacturer_3,diesel,2019,2019-09-01,4,79032,53
19379,Female,MADISON,BARRERA,2006-11-01,2006,Manufacturer_5,diesel,2009,2009-09-08,3,81951,34
19380,Female,CAMILA,ELLIS,2008-02-01,2008,Manufacturer_2,petrol,2015,2015-06-16,7,153475,88
19381,Female,CHARLOTTE,BARBER,2018-05-01,2018,Manufacturer_3,diesel,2020,2020-11-22,2,52500,30
19382,Male,NOAH,NOVAK,2005-06-01,2005,Manufacturer_3,diesel,2008,2008-05-22,3,40776,35
19383,Male,ALEXANDER,BAXTER,2011-01-01,2011,Manufacturer_1,diesel,2013,2013-05-18,2,43052,28
19384,Male,ANGEL,GLASS,2009-02-01,2009,Manufacturer_4,petrol,2017,2017-07-16,8,156784,101
19385,Female,VANESSA,SELLERS,2014-06-01,2014,Manufacturer_4,petrol,2016,2016-11-15,2,52396,29
19386,Male,JOSEPH,RUSSELL,2005-01-01,2005,Manufacturer_1,petrol,2012,2012-08-25,7,48524,91
19387,Female,SOFIA,SUAREZ,2007-01-01,2007,Manufacturer_4,petrol,2014,2014-09-01,7,100695,92
19388,Male,ANGEL,MAYS,2008-02-01,2008,Manufacturer_1,petrol,2017,2017-04-13,9,149472,110
19389,Male,JULIAN,HAYES,2017-08-01,2017,Manufacturer_5,diesel,2020,2020-02-02,3,31701,30
19390,Male,DAVID,MCCOY,2009-06-01,2009,Manufacturer_3,diesel,2012,2012-01-11,3,64758,31
19391,Female,ALYSSA,FISCHER,2011-08-01,2011,Manufacturer_5,petrol,2020,2020-02-19,9,90045,102
19392,Male,KEVIN,STANLEY,2008-09-01,2008,Manufacturer_3,diesel,2013,2013-06-15,5,41220,57
19393,Female,ANDREA,HENDRICKS,2016-05-01,2016,Manufacturer_4,diesel,2020,2020-08-01,4,93272,51
19394,Female,ANGELINA,HICKMAN,2011-11-01,2011,Manufacturer_5,diesel,2016,2016-07-08,5,89790,56
19395,Male,JOSE,DUFFY,2006-08-01,2006,Manufacturer_2,petrol,2008,2008-07-18,2,33598,23
19396,Female,ELIZABETH,CLINE,2019-11-01,2019,Manufacturer_3,diesel,2020,2020-08-19,1,26211,9
19397,Female,VICTORIA,MAYER,2019-05-01,2019,Manufacturer_5,diesel,2020,2020-11-14,1,21894,18
19398,Male,CHRISTOPHER,WALKER,2019-06-01,2019,Manufacturer_2,diesel,2020,2020-11-25,1,17015,17
19399,Female,EVELYN,BYRD,2006-02-01,2006,Manufacturer_4,petrol,2009,2009-04-07,3,46317,38
19400,Female,SAMANTHA,GOMEZ,2013-06-01,2013,Manufacturer_5,diesel,2020,2020-05-13,7,176036,83
19401,Female,ISABELLA,MOSES,2014-06-01,2014,Manufacturer_5,petrol,2017,2017-11-09,3,42516,41
19402,Female,ABIGAIL,VILLEGAS,2019-05-01,2019,Manufacturer_1,petrol,2020,2020-01-01,1,13997,8
19403,Male,MICHAEL,VALENZUELA,2014-04-01,2014,Manufacturer_5,diesel,2017,2017-01-14,3,38658,33
19404,Female,SOPHIA,LAMB,2009-07-01,2009,Manufacturer_3,petrol,2018,2018-08-01,9,260199,109
19405,Male,JULIAN,MENDEZ,2010-07-01,2010,Manufacturer_5,diesel,2014,2014-02-21,4,57156,43
19406,Male,ISAAC,ALVAREZ,2005-01-01,2005,Manufacturer_3,petrol,2011,2011-05-05,6,102216,76
19407,Male,AIDEN,MOYER,2009-03-01,2009,Manufacturer_3,diesel,2010,2010-08-12,1,10773,17
19408,Female,BRIANNA,CARR,2007-05-01,2007,Manufacturer_3,diesel,2014,2014-12-10,7,53137,91
19409,Male,SEBASTIAN,SOSA,2014-10-01,2014,Manufacturer_4,diesel,2020,2020-09-13,6,154614,71
19410,Female,ELIZABETH,GRIFFITH,2015-08-01,2015,Manufacturer_1,diesel,2017,2017-04-05,2,18066,20
19411,Male,NATHAN,GUERRERO,2017-10-01,2017,Manufacturer_2,diesel,2020,2020-09-20,3,79506,35
19412,Male,NATHAN,ROBINSON,2005-11-01,2005,Manufacturer_5,diesel,2014,2014-09-23,9,268551,106
19413,Male,JOSE,GONZALEZ,2005-01-01,2005,Manufacturer_5,petrol,2012,2012-11-07,7,149807,94
19414,Female,CAMILA,LARSON,2019-12-01,2019,Manufacturer_5,petrol,2020,2020-05-18,1,22592,5
19415,Female,KIMBERLY,SANCHEZ,2017-12-01,2017,Manufacturer_2,diesel,2020,2020-05-11,3,66972,29
19416,Male,DIEGO,ROACH,2015-07-01,2015,Manufacturer_1,diesel,2020,2020-06-09,5,52440,59
19417,Female,ZOE,ANDREWS,2018-06-01,2018,Manufacturer_4,petrol,2019,2019-11-16,1,11650,17
19418,Female,CAMILA,CARPENTER,2012-12-01,2012,Manufacturer_2,diesel,2016,2016-04-07,4,67644,40
19419,Male,ISAAC,POOLE,2010-12-01,2010,Manufacturer_4,petrol,2013,2013-10-16,3,50961,34
19420,Female,EMILY,BARTLETT,2006-03-01,2006,Manufacturer_3,petrol,2015,2015-08-10,9,181440,113
19421,Male,MASON,BECK,2006-12-01,2006,Manufacturer_5,diesel,2008,2008-05-08,2,23364,17
19422,Male,DAVID,THORNTON,2012-08-01,2012,Manufacturer_2,diesel,2020,2020-01-22,8,152392,89
19423,Female,NATALIE,BAUER,2010-08-01,2010,Manufacturer_2,diesel,2012,2012-01-14,2,16634,17
19424,Female,EMMA,THOMAS,2015-06-01,2015,Manufacturer_1,petrol,2020,2020-09-19,5,120930,63
19425,Female,OLIVIA,JOHNSON,2015-03-01,2015,Manufacturer_2,diesel,2020,2020-07-09,5,34280,64
19426,Male,ADRIAN,VANCE,2007-09-01,2007,Manufacturer_4,diesel,2015,2015-06-09,8,107976,93
19427,Female,VALERIA,FUENTES,2008-11-01,2008,Manufacturer_2,diesel,2013,2013-05-02,5,95035,54
19428,Male,ETHAN,LANDRY,2008-05-01,2008,Manufacturer_4,diesel,2010,2010-10-09,2,57438,29
19429,Male,JAMES,ROLLINS,2007-11-01,2007,Manufacturer_3,diesel,2013,2013-03-20,6,91662,64
19430,Male,DAVID,BLANKENSHIP,2008-12-01,2008,Manufacturer_3,diesel,2010,2010-12-14,2,43182,24
19431,Male,MICHAEL,NICHOLS,2016-01-01,2016,Manufacturer_4,petrol,2019,2019-03-03,3,81519,38
19432,Male,RYAN,VILLANUEVA,2011-12-01,2011,Manufacturer_2,petrol,2013,2013-10-11,2,17268,22
19433,Female,SOFIA,HOLLAND,2017-07-01,2017,Manufacturer_3,petrol,2018,2018-06-14,1,15983,11
19434,Male,ELIJAH,DICKERSON,2015-06-01,2015,Manufacturer_3,diesel,2019,2019-09-03,4,23128,51
19435,Female,ALYSSA,STANTON,2009-02-01,2009,Manufacturer_4,diesel,2018,2018-01-24,9,99936,107
19436,Female,ABIGAIL,CONLEY,2018-10-01,2018,Manufacturer_1,petrol,2020,2020-02-11,2,37264,16
19437,Female,BRIANNA,MEADOWS,2010-11-01,2010,Manufacturer_1,petrol,2012,2012-03-07,2,48016,16
19438,Male,DANIEL,HUERTA,2013-05-01,2013,Manufacturer_2,diesel,2017,2017-08-11,4,112020,51
19439,Male,ANTHONY,BAKER,2014-02-01,2014,Manufacturer_4,diesel,2016,2016-08-17,2,51638,30
19440,Female,AUDREY,CARSON,2009-11-01,2009,Manufacturer_3,diesel,2011,2011-01-22,2,16444,14
19441,Male,ALEXANDER,BARNES,2016-12-01,2016,Manufacturer_1,petrol,2020,2020-10-14,4,28540,46
19442,Female,ISABELLA,WASHINGTON,2014-04-01,2014,Manufacturer_4,petrol,2017,2017-11-23,3,82101,43
19443,Male,NATHAN,HUBER,2017-08-01,2017,Manufacturer_4,petrol,2018,2018-12-20,1,14546,16
19444,Male,JOSEPH,AVALOS,2015-08-01,2015,Manufacturer_5,petrol,2019,2019-03-03,4,119340,43
19445,Female,ASHLEY,PORTILLO,2016-02-01,2016,Manufacturer_1,petrol,2020,2020-05-08,4,114664,51
19446,Male,NOAH,OLSON,2018-06-01,2018,Manufacturer_4,diesel,2020,2020-07-24,2,53284,25
19447,Female,OLIVIA,PRINCE,2017-05-01,2017,Manufacturer_3,diesel,2020,2020-12-22,3,60795,43
19448,Female,ASHLEY,FARLEY,2010-10-01,2010,Manufacturer_3,petrol,2016,2016-09-13,6,88908,71
19449,Male,ANDREW,FITZGERALD,2014-03-01,2014,Manufacturer_2,petrol,2015,2015-02-21,1,22399,11
19450,Female,CHARLOTTE,SOSA,2013-11-01,2013,Manufacturer_5,diesel,2017,2017-06-23,4,49160,43
19451,Male,JULIAN,BUCHANAN,2017-02-01,2017,Manufacturer_5,petrol,2020,2020-02-03,3,33441,36
19452,Female,ANDREA,ORTIZ,2016-11-01,2016,Manufacturer_1,petrol,2020,2020-05-01,4,90056,42
19453,Male,AARON,BERNARD,2009-09-01,2009,Manufacturer_1,petrol,2015,2015-09-07,6,116382,72
19454,Female,SOPHIA,KOCH,2011-12-01,2011,Manufacturer_5,petrol,2020,2020-05-25,9,69147,101
19455,Female,ASHLEY,MATHEWS,2008-03-01,2008,Manufacturer_2,petrol,2016,2016-02-04,8,144752,95
19456,Female,ELIZABETH,MURRAY,2011-04-01,2011,Manufacturer_3,petrol,2019,2019-04-23,8,122400,96
19457,Male,SEBASTIAN,DUARTE,2008-09-01,2008,Manufacturer_2,petrol,2015,2015-11-14,7,54173,86
19458,Male,MASON,GIBBS,2019-12-01,2019,Manufacturer_3,petrol,2020,2020-11-21,1,22426,11
19459,Female,AMELIA,HO,2009-09-01,2009,Manufacturer_4,diesel,2017,2017-04-03,8,208624,91
19460,Male,ADRIAN,RIVERS,2007-04-01,2007,Manufacturer_1,petrol,2016,2016-07-17,9,173286,111
19461,Male,JACOB,KHAN,2019-12-01,2019,Manufacturer_1,petrol,2020,2020-09-08,1,8826,9
19462,Male,BENJAMIN,BLAKE,2006-03-01,2006,Manufacturer_5,diesel,2009,2009-03-02,3,20400,36
19463,Male,JOSEPH,GALINDO,2019-06-01,2019,Manufacturer_5,petrol,2020,2020-10-07,1,15277,16
19464,Male,JULIAN,MYERS,2019-12-01,2019,Manufacturer_4,petrol,2020,2020-05-05,1,23588,5
19465,Female,SOPHIA,MARSHALL,2016-06-01,2016,Manufacturer_2,petrol,2020,2020-08-03,4,81908,50
19466,Male,ISAAC,FARLEY,2007-05-01,2007,Manufacturer_3,diesel,2010,2010-11-03,3,86835,42
19467,Male,NATHAN,KENNEDY,2018-04-01,2018,Manufacturer_3,petrol,2020,2020-03-07,2,44652,23
19468,Female,ALEXA,OCONNELL,2012-08-01,2012,Manufacturer_4,petrol,2020,2020-01-10,8,137784,89
19469,Male,CHRISTOPHER,LOZANO,2015-06-01,2015,Manufacturer_2,diesel,2018,2018-03-09,3,38064,33
19470,Female,ELLA,HOBBS,2007-04-01,2007,Manufacturer_4,petrol,2014,2014-07-12,7,170079,87
19471,Female,ASHLEY,COLLIER,2016-11-01,2016,Manufacturer_3,petrol,2020,2020-03-10,4,64684,40
19472,Female,SAMANTHA,HUFFMAN,2013-02-01,2013,Manufacturer_1,diesel,2016,2016-04-19,3,51351,38
19473,Male,BENJAMIN,WILCOX,2017-02-01,2017,Manufacturer_4,petrol,2020,2020-06-18,3,23232,40
19474,Female,HANNAH,WOODARD,2008-06-01,2008,Manufacturer_3,petrol,2014,2014-07-24,6,87624,73
19475,Male,JAMES,BATES,2005-01-01,2005,Manufacturer_5,petrol,2007,2007-12-08,2,10058,35
19476,Female,SOFIA,BURNS,2008-09-01,2008,Manufacturer_4,diesel,2010,2010-06-06,2,25210,21
19477,Male,NOAH,RODGERS,2010-07-01,2010,Manufacturer_4,petrol,2012,2012-01-13,2,15932,18
19478,Female,CHLOE,BRANCH,2013-10-01,2013,Manufacturer_1,diesel,2014,2014-06-11,1,17685,8
19479,Male,CHRISTIAN,BARRY,2008-10-01,2008,Manufacturer_1,petrol,2010,2010-04-03,2,58368,18
19480,Male,LOGAN,LIM,2017-08-01,2017,Manufacturer_3,diesel,2020,2020-01-24,3,35895,29
19481,Male,CHRISTOPHER,ROSAS,2006-08-01,2006,Manufacturer_4,petrol,2013,2013-05-14,7,203980,81
19482,Male,SEBASTIAN,FIELDS,2013-01-01,2013,Manufacturer_3,diesel,2017,2017-12-10,4,109768,59
19483,Male,ISAAC,MAYNARD,2012-01-01,2012,Manufacturer_2,petrol,2020,2020-12-16,8,113328,107
19484,Female,EMILY,VARGAS,2008-01-01,2008,Manufacturer_2,diesel,2012,2012-06-23,4,44764,53
19485,Male,ANTHONY,FINLEY,2018-01-01,2018,Manufacturer_2,diesel,2020,2020-03-17,2,52338,26
19486,Male,ALEXANDER,HARRISON,2019-03-01,2019,Manufacturer_5,diesel,2020,2020-11-24,1,12786,20
19487,Female,MADISON,GRANT,2010-12-01,2010,Manufacturer_1,petrol,2014,2014-02-09,4,42868,38
19488,Male,ETHAN,BEARD,2014-04-01,2014,Manufacturer_1,petrol,2020,2020-06-02,6,47652,74
19489,Male,ANDREW,REYNA,2005-02-01,2005,Manufacturer_3,petrol,2012,2012-07-10,7,200599,89
19490,Female,SOFIA,CLINE,2011-07-01,2011,Manufacturer_5,diesel,2020,2020-10-18,9,101475,111
19491,Female,MADISON,WALSH,2013-11-01,2013,Manufacturer_2,diesel,2015,2015-11-10,2,15854,24
19492,Female,ANGELINA,LIVINGSTON,2015-05-01,2015,Manufacturer_3,diesel,2017,2017-08-03,2,24324,27
19493,Female,AVERY,HUFF,2006-08-01,2006,Manufacturer_2,diesel,2008,2008-03-15,2,32378,19
19494,Male,ANDREW,MONTOYA,2008-03-01,2008,Manufacturer_1,petrol,2012,2012-10-12,4,110312,55
19495,Male,ISAAC,DAVIS,2009-04-01,2009,Manufacturer_4,petrol,2016,2016-08-16,7,36876,88
19496,Male,DIEGO,MORGAN,2008-06-01,2008,Manufacturer_5,diesel,2014,2014-09-23,6,42504,75
19497,Female,GRACE,TURNER,2017-10-01,2017,Manufacturer_2,diesel,2020,2020-10-01,3,21408,36
19498,Female,ALYSSA,MAYER,2014-09-01,2014,Manufacturer_4,diesel,2016,2016-11-05,2,13646,26
19499,Male,JONATHAN,KANE,2013-05-01,2013,Manufacturer_1,petrol,2014,2014-10-11,1,22813,17
19500,Female,EMMA,JORDAN,2017-10-01,2017,Manufacturer_1,diesel,2020,2020-11-21,3,81531,37
19501,Female,ASHLEY,BALL,2019-08-01,2019,Manufacturer_1,diesel,2020,2020-11-12,1,19433,15
19502,Female,EVELYN,MYERS,2006-08-01,2006,Manufacturer_4,petrol,2014,2014-03-03,8,199152,91
19503,Female,EVELYN,OROZCO,2014-09-01,2014,Manufacturer_4,diesel,2016,2016-07-24,2,38098,22
19504,Female,SAMANTHA,LONG,2005-04-01,2005,Manufacturer_4,petrol,2013,2013-12-03,8,130536,104
19505,Female,ALYSSA,NICHOLS,2006-09-01,2006,Manufacturer_3,diesel,2013,2013-09-17,7,63385,84
19506,Male,MATEO,GRAHAM,2014-11-01,2014,Manufacturer_1,diesel,2016,2016-05-21,2,13574,18
19507,Female,ELIZABETH,ESPARZA,2018-01-01,2018,Manufacturer_4,petrol,2020,2020-12-10,2,41494,35
19508,Female,SCARLETT,ROBINSON,2009-09-01,2009,Manufacturer_1,petrol,2018,2018-05-13,9,258885,104
19509,Male,LIAM,WILLIS,2010-10-01,2010,Manufacturer_5,diesel,2012,2012-02-23,2,36924,16
19510,Female,ZOE,GUZMAN,2008-02-01,2008,Manufacturer_3,diesel,2011,2011-09-13,3,56559,43
19511,Female,MADISON,PARKS,2016-12-01,2016,Manufacturer_2,petrol,2020,2020-11-19,4,93340,47
19512,Male,DYLAN,STAFFORD,2007-07-01,2007,Manufacturer_3,diesel,2016,2016-08-20,9,149481,109
19513,Male,JOSEPH,CONRAD,2011-12-01,2011,Manufacturer_1,diesel,2012,2012-04-07,1,25899,4
19514,Male,ANDREW,AUSTIN,2005-07-01,2005,Manufacturer_5,petrol,2006,2006-04-11,1,16471,9
19515,Female,ELIZABETH,SHAFFER,2012-06-01,2012,Manufacturer_1,petrol,2014,2014-05-17,2,42664,23
19516,Male,ETHAN,MEZA,2015-07-01,2015,Manufacturer_4,petrol,2016,2016-06-14,1,28893,11
19517,Female,ELIZABETH,WHITAKER,2013-06-01,2013,Manufacturer_2,diesel,2019,2019-02-19,6,128250,68
19518,Female,VICTORIA,STOKES,2019-07-01,2019,Manufacturer_2,petrol,2020,2020-06-18,1,21471,11
19519,Female,BRIANNA,BARKER,2010-03-01,2010,Manufacturer_3,diesel,2019,2019-04-13,9,206262,109
19520,Male,JOSHUA,ARCHER,2016-06-01,2016,Manufacturer_2,diesel,2017,2017-10-24,1,16687,16
19521,Female,EMMA,DODSON,2016-12-01,2016,Manufacturer_1,diesel,2020,2020-10-03,4,44004,46
19522,Female,MILA,WYATT,2008-06-01,2008,Manufacturer_5,diesel,2017,2017-01-17,9,117891,103
19523,Male,JACOB,DAVILA,2015-04-01,2015,Manufacturer_3,petrol,2019,2019-09-07,4,48112,53
19524,Male,ELIJAH,ROSAS,2006-03-01,2006,Manufacturer_2,petrol,2011,2011-05-25,5,90865,62
19525,Female,AUDREY,WADE,2019-04-01,2019,Manufacturer_3,diesel,2020,2020-03-21,1,6537,11
19526,Male,SEBASTIAN,BLACKWELL,2013-04-01,2013,Manufacturer_2,diesel,2014,2014-10-20,1,22767,18
19527,Female,EMMA,MARTINEZ,2005-09-01,2005,Manufacturer_3,diesel,2007,2007-02-09,2,10318,17
19528,Female,ANDREA,GLOVER,2017-07-01,2017,Manufacturer_3,petrol,2020,2020-05-25,3,76251,34
19529,Male,CHRISTOPHER,OLSON,2005-07-01,2005,Manufacturer_3,petrol,2006,2006-06-09,1,27822,11
19530,Male,CHRISTIAN,PETERS,2011-11-01,2011,Manufacturer_3,petrol,2020,2020-05-16,9,93105,102
19531,Male,MATTHEW,CHAVEZ,2012-03-01,2012,Manufacturer_4,diesel,2013,2013-07-19,1,11355,16
19532,Male,OLIVER,GREGORY,2010-03-01,2010,Manufacturer_2,petrol,2015,2015-05-03,5,32335,62
19533,Female,EMILY,ESTES,2018-09-01,2018,Manufacturer_1,petrol,2020,2020-03-09,2,52278,18
19534,Female,EVELYN,BRUCE,2014-12-01,2014,Manufacturer_2,diesel,2016,2016-08-01,2,19744,20
19535,Male,NATHAN,DAVENPORT,2017-07-01,2017,Manufacturer_2,petrol,2020,2020-12-10,3,69201,41
19536,Male,DIEGO,CANTU,2016-11-01,2016,Manufacturer_2,diesel,2020,2020-01-19,4,119652,38
19537,Male,ANDREW,WHEELER,2014-11-01,2014,Manufacturer_2,diesel,2020,2020-01-20,6,76596,62
19538,Female,GENESIS,MOSES,2008-05-01,2008,Manufacturer_1,diesel,2016,2016-04-17,8,148376,95
19539,Female,EMMA,BRENNAN,2007-04-01,2007,Manufacturer_4,diesel,2015,2015-07-01,8,183744,99
19540,Female,CHLOE,FRAZIER,2005-05-01,2005,Manufacturer_4,diesel,2012,2012-08-17,7,86744,87
19541,Female,ABIGAIL,OLIVER,2017-02-01,2017,Manufacturer_3,petrol,2020,2020-09-01,3,62967,43
19542,Female,ELIZABETH,MONROE,2010-07-01,2010,Manufacturer_3,diesel,2011,2011-10-21,1,17338,15
19543,Male,NATHAN,MAYO,2014-04-01,2014,Manufacturer_5,diesel,2020,2020-03-07,6,100548,71
19544,Male,JOSHUA,COLEMAN,2017-02-01,2017,Manufacturer_2,diesel,2020,2020-09-12,3,76596,43
19545,Female,ABIGAIL,FERNANDEZ,2014-04-01,2014,Manufacturer_1,petrol,2015,2015-08-04,1,6212,16
19546,Female,EMILY,JARAMILLO,2013-09-01,2013,Manufacturer_5,diesel,2020,2020-02-15,7,103999,77
19547,Female,ALYSSA,WOOD,2015-09-01,2015,Manufacturer_4,petrol,2017,2017-01-05,2,44154,16
19548,Male,MICHAEL,LEON,2018-11-01,2018,Manufacturer_4,petrol,2020,2020-02-07,2,27984,15
19549,Female,ELIZABETH,WILLIAMS,2018-04-01,2018,Manufacturer_5,petrol,2020,2020-11-15,2,15534,31
19550,Male,AARON,PITTS,2005-09-01,2005,Manufacturer_3,petrol,2012,2012-01-12,7,138691,76
19551,Male,AARON,DAVENPORT,2006-12-01,2006,Manufacturer_1,diesel,2012,2012-02-10,6,178230,62
19552,Female,JASMINE,POPE,2016-11-01,2016,Manufacturer_5,diesel,2017,2017-03-13,1,25280,4
19553,Male,ALEXANDER,CUEVAS,2012-06-01,2012,Manufacturer_1,diesel,2016,2016-02-06,4,90480,44
19554,Male,ANTHONY,HARDIN,2018-02-01,2018,Manufacturer_5,petrol,2020,2020-08-16,2,31364,30
19555,Male,JULIAN,DORSEY,2009-11-01,2009,Manufacturer_1,diesel,2014,2014-03-23,5,53850,52
19556,Female,ZOE,RICE,2012-09-01,2012,Manufacturer_4,diesel,2019,2019-05-24,7,100779,80
19557,Female,ASHLEY,BYRD,2012-08-01,2012,Manufacturer_3,petrol,2013,2013-07-23,1,12553,11
19558,Male,JAYDEN,SCHNEIDER,2007-04-01,2007,Manufacturer_3,diesel,2016,2016-02-09,9,249948,106
19559,Female,NATALIE,PERALTA,2016-09-01,2016,Manufacturer_5,diesel,2017,2017-06-12,1,10450,9
19560,Male,ADRIAN,TRUJILLO,2007-07-01,2007,Manufacturer_3,diesel,2016,2016-03-25,9,175257,104
19561,Male,LIAM,STOKES,2018-09-01,2018,Manufacturer_4,diesel,2020,2020-12-03,2,41672,27
19562,Female,EMMA,CANTU,2017-11-01,2017,Manufacturer_3,diesel,2018,2018-11-13,1,29409,12
19563,Male,JOSE,CAMPOS,2012-05-01,2012,Manufacturer_5,petrol,2018,2018-06-23,6,96456,73
19564,Male,MASON,GALVAN,2010-05-01,2010,Manufacturer_4,diesel,2015,2015-10-24,5,43710,65
19565,Female,EVELYN,SIMMONS,2013-06-01,2013,Manufacturer_2,diesel,2020,2020-04-03,7,37492,82
19566,Female,ASHLEY,LOPEZ,2010-08-01,2010,Manufacturer_1,diesel,2017,2017-11-02,7,81361,87
19567,Male,DYLAN,POLLARD,2011-11-01,2011,Manufacturer_1,diesel,2019,2019-03-17,8,224336,88
19568,Female,BRIANNA,HUMPHREY,2017-10-01,2017,Manufacturer_3,petrol,2020,2020-11-25,3,15738,37
19569,Male,ANGEL,HULL,2011-12-01,2011,Manufacturer_5,petrol,2015,2015-08-01,4,68908,44
19570,Male,AIDEN,WEST,2013-06-01,2013,Manufacturer_4,diesel,2020,2020-04-18,7,154826,82
19571,Male,BENJAMIN,CORONA,2018-05-01,2018,Manufacturer_2,petrol,2020,2020-12-06,2,17778,31
19572,Female,MIA,VAZQUEZ,2019-01-01,2019,Manufacturer_2,petrol,2020,2020-06-08,1,28708,17
19573,Male,MICHAEL,WILLIAMSON,2005-06-01,2005,Manufacturer_4,diesel,2007,2007-06-08,2,56542,24
19574,Female,AVERY,DELACRUZ,2006-07-01,2006,Manufacturer_3,diesel,2015,2015-02-18,9,120582,103
19575,Male,LOGAN,SOTO,2007-08-01,2007,Manufacturer_2,diesel,2010,2010-12-05,3,42381,40
19576,Female,SOPHIA,WARREN,2017-04-01,2017,Manufacturer_5,diesel,2020,2020-06-13,3,21777,38
